Jugador,Temporada,Equipo,Pos,Edad,Partidos,Minutos,Goles,Asistencias,G+A,Penales,Amarillas,2a Amarillas,Rojas,Tiros,Tiros a puerta,Faltas hechas,Faltas recibidas,Intercepciones,Entradas ganadas,Goles recibidos,Tiros a puerta recibidos,Victorias,Empates,Derrotas,Partidos sin goles,Tiros a puerta parados (%),Penaltis parados (%)
Gavi,22/23,Barcelona,"MF,FW",17.0,36.0,2531.0,2.0,4.0,6.0,,10.0,0.0,0.0,28.0,8.0,74.0,72.0,19.0,33.0,,,,,,,,
Gavi,23/24,Barcelona,"MF,FW",18.0,12.0,944.0,1.0,1.0,2.0,,5.0,0.0,0.0,10.0,5.0,31.0,23.0,8.0,23.0,,,,,,,,
Gavi,24/25,Barcelona,MF,19.0,26.0,1085.0,1.0,1.0,2.0,,4.0,0.0,0.0,11.0,1.0,38.0,27.0,10.0,23.0,,,,,,,,
Gavi,25/26,Barcelona,MF,20.0,11.0,573.0,0.0,1.0,1.0,,3.0,0.0,0.0,0.0,0.0,11.0,14.0,3.0,8.0,,,,,,,,
Fermin López,23/24,Barcelona,"MF,FW",20.0,31.0,1446.0,8.0,0.0,8.0,,2.0,0.0,0.0,51.0,25.0,43.0,17.0,3.0,20.0,,,,,,,,
Fermin López,24/25,Barcelona,MF,21.0,28.0,1252.0,6.0,5.0,11.0,,4.0,0.0,1.0,41.0,16.0,27.0,21.0,4.0,14.0,,,,,,,,
Fermin López,25/26,Barcelona,MF,22.0,30.0,1797.0,6.0,9.0,15.0,,3.0,0.0,0.0,68.0,25.0,34.0,20.0,7.0,22.0,,,,,,,,
Dani Olmo,24/25,Barcelona,MF,26.0,25.0,1212.0,10.0,3.0,13.0,,1.0,0.0,0.0,42.0,17.0,21.0,26.0,5.0,11.0,,,,,,,,
Dani Olmo,25/26,Barcelona,MF,27.0,33.0,2067.0,7.0,8.0,15.0,,1.0,0.0,0.0,70.0,21.0,27.0,42.0,14.0,23.0,,,,,,,,
Toni Fernández,25/26,Barcelona,FW,17.0,1.0,45.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
Raphinha,22/23,Barcelona,FW,25.0,36.0,2072.0,7.0,7.0,14.0,,9.0,0.0,0.0,79.0,25.0,22.0,37.0,15.0,19.0,,,,,,,,
Raphinha,23/24,Barcelona,"FW,MF",26.0,28.0,1368.0,6.0,9.0,15.0,,4.0,0.0,1.0,59.0,22.0,17.0,25.0,13.0,8.0,,,,,,,,
Raphinha,24/25,Barcelona,"MF,FW",27.0,36.0,2839.0,18.0,9.0,27.0,,4.0,0.0,0.0,114.0,43.0,11.0,37.0,10.0,23.0,,,,,,,,
Raphinha,25/26,Barcelona,"MF,FW",28.0,22.0,1380.0,13.0,3.0,16.0,,5.0,0.0,0.0,65.0,24.0,10.0,10.0,6.0,6.0,,,,,,,,
Anthony Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lamine Yamal,22/23,Barcelona,"FW,MF",15.0,1.0,8.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,
Lamine Yamal,23/24,Barcelona,"FW,MF",16.0,37.0,2201.0,5.0,5.0,10.0,,3.0,0.0,0.0,58.0,21.0,23.0,52.0,20.0,37.0,,,,,,,,
Lamine Yamal,24/25,Barcelona,"MF,FW",17.0,35.0,2856.0,9.0,13.0,22.0,,3.0,0.0,0.0,144.0,47.0,30.0,60.0,15.0,29.0,,,,,,,,
Lamine Yamal,25/26,Barcelona,"MF,FW",18.0,28.0,2262.0,16.0,11.0,27.0,,1.0,0.0,0.0,117.0,37.0,28.0,52.0,8.0,20.0,,,,,,,,
Roony Bardghji,25/26,Barcelona,"MF,FW",19.0,21.0,648.0,1.0,1.0,2.0,,0.0,0.0,0.0,22.0,12.0,7.0,8.0,2.0,4.0,,,,,,,,
Ferrán Torres,21/22,Barcelona,FW,21.0,18.0,1412.0,4.0,4.0,8.0,,1.0,0.0,0.0,52.0,19.0,10.0,20.0,4.0,5.0,,,,,,,,
Ferrán Torres,22/23,Barcelona,FW,22.0,33.0,1392.0,4.0,2.0,6.0,,5.0,0.0,1.0,38.0,12.0,17.0,25.0,2.0,7.0,,,,,,,,
Ferrán Torres,23/24,Barcelona,FW,23.0,29.0,1211.0,7.0,2.0,9.0,,2.0,0.0,0.0,38.0,15.0,8.0,16.0,5.0,8.0,,,,,,,,
Ferrán Torres,24/25,Barcelona,"FW,MF",24.0,27.0,1106.0,10.0,6.0,16.0,,1.0,0.0,1.0,48.0,22.0,5.0,16.0,4.0,5.0,,,,,,,,
Ferrán Torres,25/26,Barcelona,FW,25.0,33.0,1965.0,16.0,2.0,18.0,,2.0,0.0,0.0,69.0,37.0,13.0,20.0,4.0,6.0,,,,,,,,
Jan Oblak,21/22,Atlético Madrid,GK,28.0,38.0,3420.0,0.0,0.0,0.0,,2.0,0.0,0.0,1.0,0.0,0.0,7.0,1.0,0.0,43.0,108.0,21.0,8.0,9.0,12.0,60.2,12.5
Jan Oblak,22/23,Atlético Madrid,GK,29.0,28.0,2492.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,20.0,80.0,17.0,5.0,6.0,12.0,75.0,0.0
Jan Oblak,23/24,Atlético Madrid,GK,30.0,38.0,3420.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,43.0,144.0,24.0,4.0,10.0,11.0,70.1,0.0
Jan Oblak,24/25,Atlético Madrid,GK,31.0,36.0,3240.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,30.0,116.0,20.0,10.0,6.0,15.0,74.1,0.0
Jan Oblak,25/26,Atlético Madrid,GK,32.0,30.0,2700.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,31.0,106.0,17.0,6.0,7.0,11.0,70.8,0.0
Juan Musso,24/25,Atlético Madrid,GK,30.0,2.0,180.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,100.0,
Juan Musso,25/26,Atlético Madrid,GK,31.0,8.0,720.0,0.0,0.0,0.0,,2.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,13.0,35.0,4.0,0.0,4.0,3.0,62.9,0.0
Dávid Hancko,25/26,Atlético Madrid,DF,27.0,30.0,2432.0,0.0,2.0,2.0,,2.0,0.0,0.0,21.0,5.0,15.0,4.0,19.0,27.0,,,,,,,,
Marc Pubill,21/22,Levante,"DF,MF",18.0,11.0,512.0,0.0,1.0,1.0,,1.0,0.0,0.0,6.0,1.0,11.0,8.0,5.0,7.0,,,,,,,,
Marc Pubill,23/24,Almería,DF,20.0,23.0,1883.0,1.0,3.0,4.0,,2.0,0.0,0.0,20.0,5.0,21.0,34.0,14.0,26.0,,,,,,,,
Marc Pubill,25/26,Atlético Madrid,DF,22.0,19.0,1381.0,1.0,1.0,2.0,,2.0,0.0,0.0,11.0,4.0,16.0,14.0,18.0,15.0,,,,,,,,
Robin Le Normand,21/22,Real Sociedad,DF,24.0,37.0,3330.0,1.0,1.0,2.0,,6.0,0.0,0.0,18.0,5.0,37.0,22.0,45.0,31.0,,,,,,,,
Robin Le Normand,22/23,Real Sociedad,DF,25.0,33.0,2796.0,0.0,0.0,0.0,,6.0,0.0,0.0,11.0,2.0,45.0,30.0,32.0,24.0,,,,,,,,
Robin Le Normand,23/24,Real Sociedad,DF,26.0,29.0,2469.0,2.0,0.0,2.0,,13.0,0.0,0.0,9.0,5.0,33.0,23.0,27.0,22.0,,,,,,,,
Robin Le Normand,24/25,Atlético Madrid,DF,27.0,27.0,2151.0,1.0,0.0,1.0,,8.0,0.0,0.0,11.0,3.0,35.0,24.0,11.0,17.0,,,,,,,,
Robin Le Normand,25/26,Atlético Madrid,DF,28.0,28.0,1789.0,1.0,1.0,2.0,,5.0,0.0,0.0,6.0,1.0,22.0,14.0,20.0,20.0,,,,,,,,
José María Giménez,21/22,Atlético Madrid,DF,26.0,24.0,2042.0,1.0,1.0,2.0,,7.0,0.0,0.0,20.0,7.0,11.0,21.0,24.0,12.0,,,,,,,,
José María Giménez,22/23,Atlético Madrid,DF,27.0,28.0,2423.0,2.0,1.0,3.0,,9.0,0.0,0.0,22.0,8.0,19.0,8.0,23.0,25.0,,,,,,,,
José María Giménez,23/24,Atlético Madrid,DF,28.0,22.0,1326.0,0.0,0.0,0.0,,5.0,0.0,0.0,7.0,1.0,17.0,2.0,10.0,9.0,,,,,,,,
José María Giménez,24/25,Atlético Madrid,DF,29.0,27.0,1999.0,0.0,1.0,1.0,,5.0,0.0,0.0,5.0,1.0,13.0,12.0,28.0,16.0,,,,,,,,
José María Giménez,25/26,Atlético Madrid,DF,30.0,16.0,1178.0,0.0,1.0,1.0,,3.0,0.0,0.0,13.0,3.0,20.0,10.0,15.0,12.0,,,,,,,,
Matteo Ruggeri,25/26,Atlético Madrid,DF,23.0,26.0,1774.0,0.0,3.0,3.0,,4.0,0.0,0.0,5.0,2.0,28.0,2.0,20.0,23.0,,,,,,,,
Alejandro Grimaldo,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcos Llorente,21/22,Atlético Madrid,"MF,DF",26.0,29.0,2447.0,0.0,2.0,2.0,,5.0,0.0,0.0,16.0,2.0,29.0,16.0,28.0,24.0,,,,,,,,
Marcos Llorente,22/23,Atlético Madrid,MF,27.0,22.0,1703.0,1.0,2.0,3.0,,5.0,0.0,0.0,24.0,9.0,30.0,13.0,17.0,16.0,,,,,,,,
Marcos Llorente,23/24,Atlético Madrid,"MF,DF",28.0,37.0,2565.0,6.0,4.0,10.0,,5.0,0.0,0.0,30.0,19.0,31.0,27.0,13.0,23.0,,,,,,,,
Marcos Llorente,24/25,Atlético Madrid,"DF,MF",29.0,33.0,2513.0,2.0,4.0,6.0,,0.0,0.0,1.0,16.0,5.0,23.0,25.0,27.0,52.0,,,,,,,,
Marcos Llorente,25/26,Atlético Madrid,"DF,MF",30.0,29.0,2181.0,0.0,4.0,4.0,,7.0,1.0,1.0,18.0,6.0,28.0,11.0,13.0,41.0,,,,,,,,
Nahuel Molina,22/23,Atlético Madrid,DF,24.0,33.0,2867.0,4.0,2.0,6.0,,7.0,0.0,1.0,21.0,6.0,22.0,16.0,17.0,44.0,,,,,,,,
Nahuel Molina,23/24,Atlético Madrid,"MF,DF",25.0,30.0,1852.0,2.0,3.0,5.0,,4.0,0.0,1.0,12.0,5.0,20.0,16.0,8.0,22.0,,,,,,,,
Nahuel Molina,24/25,Atlético Madrid,DF,26.0,30.0,1590.0,0.0,3.0,3.0,,1.0,0.0,0.0,9.0,1.0,13.0,8.0,14.0,19.0,,,,,,,,
Nahuel Molina,25/26,Atlético Madrid,"DF,MF",27.0,26.0,1331.0,2.0,2.0,4.0,,4.0,0.0,0.0,14.0,4.0,14.0,5.0,14.0,24.0,,,,,,,,
Morten Hjulmand,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pablo Barrios,22/23,Atlético Madrid,MF,19.0,21.0,724.0,0.0,1.0,1.0,,4.0,0.0,0.0,12.0,3.0,7.0,12.0,8.0,11.0,,,,,,,,
Pablo Barrios,23/24,Atlético Madrid,MF,20.0,24.0,1555.0,0.0,1.0,1.0,,5.0,0.0,0.0,17.0,7.0,23.0,24.0,27.0,25.0,,,,,,,,
Pablo Barrios,24/25,Atlético Madrid,MF,21.0,31.0,2330.0,1.0,4.0,5.0,,4.0,0.0,1.0,29.0,8.0,28.0,27.0,33.0,26.0,,,,,,,,
Pablo Barrios,25/26,Atlético Madrid,MF,22.0,23.0,1661.0,1.0,1.0,2.0,,0.0,0.0,0.0,23.0,6.0,12.0,23.0,26.0,16.0,,,,,,,,
Rodrigo Mendoza,25/26,Atlético Madrid,MF,20.0,8.0,434.0,0.0,1.0,1.0,,2.0,0.0,0.0,6.0,2.0,11.0,7.0,0.0,3.0,,,,,,,,
Rodrigo Mendoza,25/26,Elche,"MF,FW",20.0,16.0,794.0,1.0,0.0,1.0,,4.0,0.0,0.0,11.0,2.0,19.0,16.0,5.0,9.0,,,,,,,,
Johnny Cardoso,23/24,Real Betis,MF,21.0,17.0,1328.0,1.0,2.0,3.0,,3.0,0.0,0.0,12.0,3.0,21.0,19.0,31.0,30.0,,,,,,,,
Johnny Cardoso,24/25,Real Betis,MF,22.0,28.0,2144.0,3.0,1.0,4.0,,4.0,0.0,0.0,19.0,7.0,38.0,27.0,50.0,31.0,,,,,,,,
Johnny Cardoso,25/26,Atlético Madrid,MF,23.0,15.0,887.0,0.0,0.0,0.0,,5.0,0.0,0.0,2.0,0.0,23.0,14.0,16.0,21.0,,,,,,,,
Obed Vargas,25/26,Atlético Madrid,MF,19.0,12.0,740.0,0.0,1.0,1.0,,2.0,0.0,0.0,5.0,0.0,4.0,9.0,8.0,16.0,,,,,,,,
Koke,21/22,Atlético Madrid,MF,29.0,31.0,2508.0,1.0,2.0,3.0,,6.0,0.0,0.0,12.0,6.0,29.0,27.0,22.0,29.0,,,,,,,,
Koke,22/23,Atlético Madrid,MF,30.0,33.0,2545.0,0.0,3.0,3.0,,4.0,0.0,0.0,16.0,1.0,20.0,27.0,19.0,38.0,,,,,,,,
Koke,23/24,Atlético Madrid,MF,31.0,35.0,2493.0,0.0,4.0,4.0,,5.0,0.0,0.0,10.0,2.0,19.0,19.0,15.0,42.0,,,,,,,,
Koke,24/25,Atlético Madrid,MF,32.0,32.0,1926.0,1.0,1.0,2.0,,4.0,0.0,0.0,11.0,4.0,23.0,16.0,21.0,26.0,,,,,,,,
Koke,25/26,Atlético Madrid,MF,33.0,34.0,2219.0,2.0,2.0,4.0,,6.0,0.0,0.0,14.0,4.0,21.0,22.0,19.0,30.0,,,,,,,,
Thomas Lemar,21/22,Atlético Madrid,MF,25.0,24.0,1440.0,4.0,5.0,9.0,,2.0,0.0,0.0,29.0,8.0,11.0,21.0,8.0,14.0,,,,,,,,
Thomas Lemar,22/23,Atlético Madrid,MF,26.0,27.0,1252.0,1.0,3.0,4.0,,1.0,0.0,0.0,13.0,6.0,7.0,17.0,7.0,18.0,,,,,,,,
Thomas Lemar,23/24,Atlético Madrid,MF,27.0,3.0,164.0,0.0,0.0,0.0,,0.0,0.0,0.0,2.0,0.0,3.0,2.0,0.0,1.0,,,,,,,,
Thomas Lemar,24/25,Atlético Madrid,MF,28.0,5.0,85.0,0.0,0.0,0.0,,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,1.0,,,,,,,,
Thomas Lemar,25/26,Girona,MF,29.0,27.0,1258.0,3.0,1.0,4.0,,4.0,0.0,0.0,17.0,8.0,19.0,20.0,5.0,15.0,,,,,,,,
Álex Baena,22/23,Villarreal,"MF,FW",21.0,35.0,1947.0,6.0,2.0,8.0,,13.0,1.0,1.0,62.0,23.0,58.0,56.0,7.0,17.0,,,,,,,,
Álex Baena,23/24,Villarreal,"MF,FW",22.0,34.0,2579.0,2.0,14.0,16.0,,11.0,0.0,1.0,73.0,26.0,52.0,57.0,14.0,20.0,,,,,,,,
Álex Baena,24/25,Villarreal,"MF,FW",23.0,32.0,2595.0,7.0,9.0,16.0,,9.0,0.0,0.0,70.0,18.0,43.0,47.0,23.0,16.0,,,,,,,,
Álex Baena,25/26,Atlético Madrid,"MF,FW",24.0,27.0,1560.0,2.0,3.0,5.0,,5.0,0.0,0.0,29.0,7.0,26.0,29.0,16.0,11.0,,,,,,,,
Ademola Lookman,25/26,Atlético Madrid,"FW,MF",27.0,12.0,617.0,4.0,0.0,4.0,,1.0,0.0,0.0,21.0,5.0,7.0,10.0,1.0,3.0,,,,,,,,
Thiago Almada,25/26,Atlético Madrid,"MF,FW",24.0,27.0,1311.0,3.0,1.0,4.0,,2.0,0.0,1.0,21.0,10.0,13.0,16.0,9.0,18.0,,,,,,,,
Carlos Martín,21/22,Atlético Madrid,"FW,MF",19.0,1.0,6.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,
Carlos Martín,22/23,Atlético Madrid,"FW,MF",20.0,4.0,28.0,0.0,0.0,0.0,,1.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,2.0,,,,,,,,
Carlos Martín,24/25,Alavés,"MF,FW",22.0,26.0,1333.0,2.0,2.0,4.0,,3.0,0.0,0.0,26.0,12.0,31.0,28.0,5.0,20.0,,,,,,,,
Carlos Martín,25/26,Rayo Vallecano,"MF,FW",23.0,11.0,450.0,0.0,0.0,0.0,,1.0,0.0,0.0,9.0,4.0,11.0,5.0,0.0,7.0,,,,,,,,
Giuliano Simeone,21/22,Atlético Madrid,"FW,MF",18.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,,,,,
Giuliano Simeone,23/24,Alavés,MF,20.0,14.0,630.0,1.0,2.0,3.0,,1.0,0.0,0.0,15.0,3.0,11.0,6.0,5.0,5.0,,,,,,,,
Giuliano Simeone,24/25,Atlético Madrid,MF,21.0,33.0,1926.0,2.0,6.0,8.0,,4.0,0.0,0.0,22.0,7.0,23.0,42.0,15.0,13.0,,,,,,,,
Giuliano Simeone,25/26,Atlético Madrid,"MF,FW",22.0,31.0,2099.0,4.0,6.0,10.0,,2.0,0.0,0.0,36.0,14.0,21.0,40.0,20.0,25.0,,,,,,,,
Julián Álvarez,24/25,Atlético Madrid,FW,24.0,37.0,2509.0,17.0,4.0,21.0,,5.0,0.0,0.0,73.0,40.0,26.0,9.0,2.0,17.0,,,,,,,,
Julián Álvarez,25/26,Atlético Madrid,FW,25.0,29.0,1895.0,8.0,4.0,12.0,,2.0,0.0,0.0,54.0,26.0,14.0,18.0,3.0,13.0,,,,,,,,
Alexander Sørloth,21/22,Real Sociedad,FW,25.0,33.0,1763.0,4.0,0.0,4.0,,2.0,0.0,0.0,35.0,13.0,29.0,14.0,3.0,9.0,,,,,,,,
Alexander Sørloth,22/23,Real Sociedad,FW,26.0,34.0,2386.0,12.0,3.0,15.0,,4.0,0.0,0.0,63.0,28.0,32.0,16.0,2.0,9.0,,,,,,,,
Alexander Sørloth,23/24,Villarreal,FW,27.0,34.0,2489.0,23.0,6.0,29.0,,3.0,0.0,0.0,78.0,36.0,34.0,19.0,0.0,4.0,,,,,,,,
Alexander Sørloth,24/25,Atlético Madrid,FW,28.0,35.0,1566.0,20.0,2.0,22.0,,4.0,0.0,0.0,79.0,42.0,26.0,13.0,1.0,5.0,,,,,,,,
Alexander Sørloth,25/26,Atlético Madrid,FW,29.0,35.0,1980.0,13.0,0.0,13.0,,4.0,0.0,1.0,68.0,35.0,30.0,16.0,0.0,7.0,,,,,,,,
Luiz Lúcio Reis Júnior,24/25,Villarreal,GK,23.0,17.0,1458.0,0.0,0.0,0.0,,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,18.0,65.0,9.0,4.0,3.0,5.0,72.3,0.0
Luiz Lúcio Reis Júnior,25/26,Villarreal,GK,24.0,28.0,2520.0,0.0,0.0,0.0,,3.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,0.0,30.0,102.0,18.0,3.0,7.0,8.0,70.6,16.7
Arnau Tenas,25/26,Villarreal,GK,24.0,10.0,900.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,16.0,46.0,4.0,3.0,3.0,0.0,65.2,0.0
Diego Conde,21/22,Getafe,GK,22.0,1.0,6.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,
Diego Conde,24/25,Villarreal,GK,25.0,22.0,1962.0,0.0,1.0,1.0,,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,33.0,96.0,11.0,6.0,5.0,2.0,65.6,0.0
Renato Veiga,25/26,Villarreal,DF,22.0,32.0,2481.0,0.0,0.0,0.0,,5.0,0.0,1.0,9.0,3.0,24.0,6.0,26.0,9.0,,,,,,,,
Logan Costa,24/25,Villarreal,DF,23.0,32.0,2587.0,2.0,1.0,3.0,,3.0,0.0,0.0,12.0,5.0,19.0,3.0,23.0,21.0,,,,,,,,
Logan Costa,25/26,Villarreal,DF,24.0,2.0,30.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,
Pau Navarro,24/25,Villarreal,DF,19.0,17.0,916.0,0.0,0.0,0.0,,1.0,0.0,0.0,1.0,0.0,10.0,8.0,4.0,17.0,,,,,,,,
Pau Navarro,25/26,Villarreal,DF,20.0,23.0,1921.0,0.0,0.0,0.0,,4.0,0.0,0.0,2.0,2.0,34.0,11.0,18.0,35.0,,,,,,,,
Juan Foyth,21/22,Villarreal,DF,23.0,25.0,1924.0,1.0,1.0,2.0,,6.0,1.0,1.0,6.0,2.0,39.0,22.0,22.0,50.0,,,,,,,,
Juan Foyth,22/23,Villarreal,DF,24.0,24.0,1958.0,1.0,0.0,1.0,,6.0,0.0,0.0,14.0,4.0,40.0,9.0,19.0,46.0,,,,,,,,
Juan Foyth,23/24,Villarreal,DF,25.0,12.0,1062.0,1.0,1.0,2.0,,1.0,0.0,0.0,6.0,2.0,18.0,7.0,12.0,16.0,,,,,,,,
Juan Foyth,24/25,Villarreal,DF,26.0,19.0,1517.0,1.0,0.0,1.0,,4.0,0.0,0.0,17.0,5.0,16.0,5.0,19.0,14.0,,,,,,,,
Juan Foyth,25/26,Villarreal,DF,27.0,13.0,934.0,0.0,0.0,0.0,,2.0,0.0,0.0,2.0,0.0,8.0,1.0,15.0,13.0,,,,,,,,
Willy Kambwala,24/25,Villarreal,DF,19.0,19.0,1117.0,0.0,0.0,0.0,,1.0,0.0,1.0,4.0,1.0,5.0,0.0,10.0,11.0,,,,,,,,
Willy Kambwala,25/26,Villarreal,DF,20.0,2.0,86.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
Carlos Romero,23/24,Villarreal,DF,21.0,7.0,262.0,0.0,0.0,0.0,,1.0,0.0,0.0,2.0,1.0,2.0,6.0,1.0,5.0,,,,,,,,
Carlos Romero,24/25,Espanyol,"DF,MF",22.0,34.0,2554.0,2.0,1.0,3.0,,7.0,0.0,0.0,29.0,6.0,34.0,21.0,28.0,47.0,,,,,,,,
Carlos Romero,25/26,Espanyol,DF,23.0,36.0,3191.0,6.0,3.0,9.0,,4.0,0.0,0.0,42.0,12.0,40.0,19.0,38.0,60.0,,,,,,,,
Sergi Cardona,23/24,Las Palmas,DF,24.0,35.0,2814.0,1.0,2.0,3.0,,11.0,0.0,0.0,26.0,5.0,52.0,59.0,45.0,58.0,,,,,,,,
Sergi Cardona,24/25,Villarreal,DF,25.0,35.0,2945.0,1.0,7.0,8.0,,11.0,0.0,0.0,20.0,6.0,38.0,28.0,41.0,49.0,,,,,,,,
Sergi Cardona,25/26,Villarreal,DF,26.0,31.0,1970.0,1.0,4.0,5.0,,4.0,0.0,0.0,18.0,5.0,28.0,23.0,37.0,31.0,,,,,,,,
Santiago Mouriño,24/25,Alavés,DF,22.0,25.0,1849.0,0.0,1.0,1.0,,7.0,0.0,0.0,13.0,4.0,32.0,24.0,27.0,28.0,,,,,,,,
Santiago Mouriño,25/26,Villarreal,DF,23.0,28.0,2377.0,1.0,2.0,3.0,,11.0,1.0,1.0,15.0,3.0,54.0,36.0,29.0,64.0,,,,,,,,
Alex Freeman,25/26,Villarreal,DF,20.0,9.0,346.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,2.0,3.0,5.0,8.0,,,,,,,,
Pape Gueye,22/23,Sevilla,MF,23.0,16.0,1171.0,1.0,3.0,4.0,,6.0,2.0,3.0,20.0,5.0,30.0,34.0,23.0,22.0,,,,,,,,
Pape Gueye,24/25,Villarreal,"MF,FW",25.0,34.0,2224.0,4.0,0.0,4.0,,6.0,1.0,2.0,54.0,17.0,31.0,62.0,23.0,28.0,,,,,,,,
Pape Gueye,25/26,Villarreal,MF,26.0,30.0,2131.0,5.0,2.0,7.0,,8.0,0.0,0.0,47.0,13.0,35.0,54.0,35.0,22.0,,,,,,,,
Santi Comesaña,21/22,Rayo Vallecano,MF,24.0,35.0,2682.0,1.0,2.0,3.0,,12.0,1.0,1.0,32.0,5.0,60.0,56.0,31.0,59.0,,,,,,,,
Santi Comesaña,22/23,Rayo Vallecano,MF,25.0,35.0,2451.0,3.0,2.0,5.0,,6.0,0.0,0.0,25.0,7.0,49.0,28.0,33.0,45.0,,,,,,,,
Santi Comesaña,23/24,Villarreal,MF,26.0,27.0,1653.0,2.0,0.0,2.0,,8.0,1.0,2.0,17.0,7.0,33.0,22.0,22.0,23.0,,,,,,,,
Santi Comesaña,24/25,Villarreal,MF,27.0,35.0,2560.0,4.0,2.0,6.0,,7.0,0.0,0.0,39.0,8.0,37.0,27.0,21.0,49.0,,,,,,,,
Santi Comesaña,25/26,Villarreal,MF,28.0,34.0,2407.0,3.0,6.0,9.0,,5.0,0.0,1.0,27.0,7.0,43.0,28.0,31.0,25.0,,,,,,,,
Carlos Macià,25/26,Villarreal,MF,16.0,5.0,83.0,0.0,0.0,0.0,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,,,,,,,,
Daniel Requena,24/25,Villarreal,MF,20.0,1.0,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,
Alberto Moleiro,23/24,Las Palmas,"MF,FW",19.0,28.0,1803.0,3.0,3.0,6.0,,1.0,0.0,0.0,33.0,10.0,17.0,18.0,7.0,6.0,,,,,,,,
Alberto Moleiro,24/25,Las Palmas,MF,20.0,35.0,2714.0,6.0,1.0,7.0,,5.0,0.0,0.0,68.0,24.0,31.0,40.0,16.0,13.0,,,,,,,,
Alberto Moleiro,25/26,Villarreal,MF,21.0,37.0,2478.0,10.0,5.0,15.0,,4.0,0.0,0.0,46.0,20.0,33.0,27.0,14.0,21.0,,,,,,,,
Thiago Fernández,25/26,Oviedo,"MF,FW",21.0,16.0,817.0,0.0,4.0,4.0,,4.0,0.0,0.0,13.0,5.0,7.0,11.0,5.0,7.0,,,,,,,,
Ilias Akhomach,21/22,Barcelona,FW,17.0,2.0,124.0,0.0,0.0,0.0,,0.0,0.0,0.0,4.0,2.0,3.0,4.0,0.0,1.0,,,,,,,,
Ilias Akhomach,23/24,Villarreal,MF,19.0,31.0,1511.0,2.0,2.0,4.0,,4.0,0.0,0.0,30.0,7.0,42.0,34.0,13.0,21.0,,,,,,,,
Ilias Akhomach,24/25,Villarreal,MF,20.0,11.0,584.0,1.0,0.0,1.0,,1.0,0.0,0.0,17.0,6.0,9.0,21.0,2.0,8.0,,,,,,,,
Ilias Akhomach,25/26,Rayo Vallecano,"MF,FW",21.0,11.0,709.0,0.0,1.0,1.0,,2.0,0.0,0.0,18.0,6.0,9.0,29.0,2.0,10.0,,,,,,,,
Ilias Akhomach,25/26,Villarreal,MF,21.0,9.0,188.0,0.0,0.0,0.0,,0.0,0.0,0.0,6.0,2.0,9.0,7.0,0.0,4.0,,,,,,,,
Tajon Buchanan,24/25,Villarreal,MF,25.0,13.0,416.0,1.0,2.0,3.0,,2.0,0.0,0.0,7.0,2.0,12.0,20.0,3.0,5.0,,,,,,,,
Tajon Buchanan,25/26,Villarreal,MF,26.0,34.0,1819.0,7.0,1.0,8.0,,8.0,0.0,0.0,27.0,11.0,18.0,36.0,22.0,19.0,,,,,,,,
